post_log_no,post_date,prog_ver,item_no,stock_name,n_legs,open_ended,all_loss,reg_date,reg_date_precision,fill_level,fill_n,preset,manual_exit,breakeven_exit,stoploss_plan,narrative
224409404744,2026-09-12,,11,빛과전자,1,1,0,2026-09-08,exact,first_only,1,표준형/HDR60,0,0,0,라벨 TP / 🔂 재진입 2번째 사이클 · 직전 «등록일» 08-05(post3) < 창 시작 08-11 ⇒ P6-PRIOR_CYCLE_IN_WINDOW=0(PD-3 ② 관리자 관측 정정) — exact 6 분모 안의 유일한 재진입이고 그 플래그가 0 이라 판정 분모 안 플래그는 0 / 9월8일 AI데이터 센터 6G 광통신 부품 국산화 사업 선정 소식에 상한가 / 9월8일 자동매매 등록 후(HDR 60% 표준형) 1차 매수 후 → 1분할 매도처리 나머지 물량 보유 중(미완결) / first_only · 1레그라 EXIT-X6 적용 시 레그 0 ⇒ EXIT-E1 분모 밖 / 창5 [09-08 09-11] 4봉 ⇒ P6-창5절단가드-A 대상 2건 중 하나(2/10 = 20% 미발동 · 🔴 exact 분모 갈래는 2/6 = 33.3% ≥ 1/3 로 발동 조건에 닿는다 — PD-12 3 민감도 줄에 인쇄) / corp_events rights_issue 2건(01-29·02-10)은 이번 창 밖 / stoploss_plan=0 은 PD-17 단일 축
224409404744,2026-09-12,,12,한국화장품제조,3,0,0,,approx,first_only,1,안정형/HDR60,0,0,0,라벨 unknown · 프리셋 「HDR 60% 안정형」이라 TP 첫 조건(표준형/HDR*)을 문자 그대로 «못 채운다» · MANUAL·MIX·SL 도 해당 없음 ⇒ 판별표 어느 행에도 안 맞는다 · 「unknown 을 TP 로 접지 말 것」(PREREG_EXIT_V2 §4 · PD-7 · 🔒 관리자 결정 대기) / 🔂 재진입 2번째 사이클(직전 = post5 #2 · PD-3 ① 관리자 관측 정정) · P6-PRIOR_CYCLE_IN_WINDOW=1 / 8월11일 국내 주요 화장품 기업 호실적 발표에 따라 화장품 테마 상승 / 8월 중순 한차례 매매 후 8월 말 자동매매 등록(HDR 60% 안정형) 1차 매수된 상태로 3분할 매도 / 🔴 등록일 「8월 말」 = approx — PD-4 2 가 창을 지시하므로 reg_date 를 비운다 · 창 규약 = 08-21~08-31 거래일 7일(08-21·24·25·26·27·28·31) · 판정 분모 밖 · 의무 민감도 / 🔴 저자가 「수익률」 낱말 «없이» 값만 적은 유일 항목 — 낱말은 12/13 에만 있다(PD-10 2) / 🔴 「형」 프리셋 변량 첫 등장 — 어느 동결본에도 「형」 변량 규정이 없다 ⇒ 기록만 · HDR 숫자는 60 그대로라 HDR-D2/BUY-L4 변량이 아니다(PD-9 · 다음 사전등록 표적) / 갈래별 분모: 주 판정 unknown = E1 5 · E4 4 · X2 4 · 생략편향 3/7 ↔ 민감도 TP = E1 6 · E4 5 · X2 5 · 3/8 · 방향은 «혼합»(E1·E4 에 불리 · X2 에 유리) — 둘 다 적는다 / corp_events split 5:1 효력 2026-04-20(adj_factor 01-02~04-17 = 5 · 04-20~ = 1)이나 이번 창(08-03~09-11) 안에는 계단이 없다 / stoploss_plan=0 은 PD-17 단일 축
224409404744,2026-09-12,,13,범한퓨얼셀,6,1,0,2026-09-09,exact,first_only,1,표준형/HDR60,0,0,0,라벨 TP / 9월9일 조선기자재 및 고체산화물 연료전지 테마 강세 속에 상한가 / 9월9일 자동매매 등록(HDR 60% 표준형) 1차 매수된 상태로 7분할 매도처리 나머지 물량 보유 중(미완결) / 🔴 저자 표기 「10.8%」 = 소수 1자리(나머지 항목은 전부 2자리) ⇒ 값 10.80 으로 정규화 · REC-Z5 잔차 문턱 0.022%p 는 «소수 2자리 전제»라 이 건의 잔차 해석에 한계 표기 의무(PD-10 3) / 🔑 저자 서술은 「7분할」인데 값 레그는 6개다 — 원문에 적힌 값 그대로 6 레그로 적는다(기록만 · 규칙 신설 0) / first_only · 레그 6 ⇒ EXIT-X6 적용 후 5 로 EXIT-E4 분모(TP ∧ 레그 ≥3) / 창5 [09-09 09-11] 3봉 ⇒ P6-창5절단가드-A 대상 2건 중 하나 / stoploss_plan=0 은 PD-17 단일 축
224416253270,2026-09-18,1.0.42,1,빛과전자,2,0,0,,none,first_only,1,표준형/HDR60,0,0,0,라벨 TP · CONTINUATION post7#11 · 저자 재명시 등록일 09-08 / 지난주 9월 8일 자동매매 등록 후(HDR 60% 표준형) 1차 매수 후 → 1분할 매도처리 · 이번주 9월 14일 목표 매도가 2차 3차 분할매도 완료 / 손절·본전·수동 서술 없음 ∧ 형 = 표준형 ⇒ TP / 기존 건 후속이라 reg_date 비움·precision none(PD-2 1) · 등록일 축 분모 밖 · 🔴 TP 라벨 후속 = 계열 첫 사례 ⇒ EXIT-E1/E4/X2/X6 주 분모 밖의 근거는 라벨이 아니라 PREREG_EXIT_V2:55 「다음 글의 신규 건에만」(PD-2 3) · breakeven_note 0 / 🔴 연결 지점 post7 마지막 12.17 → post8 첫 23.47 = +11.30%p «증가» · 두 글 모두 1차 매수만(평단 불변 서술) · 연결 시퀀스는 기록만 · 원인 해석 안 함(PD-2 4 · INTAKE §2-6) / 레그 날짜 「이번주 9월 14일」 = KRX 연장 제도 첫날 · 정규장/시간외 원문에 없음(기록만 · PD-10 9) / prog_ver=1.0.42 · 원 표기 「1.0.42 (업데이트 중)」 의 꼬리는 수준에 넣지 않는다(PD-8) / stoploss_plan=0 은 PD-17 단일 축(「분할손절」 서술 0 · 10행 전부 0)
224416253270,2026-09-18,1.0.42,2,로보티즈,2,0,0,,none,first_only,1,표준형/HDR60,1,0,0,라벨 MANUAL · CONTINUATION post7#9 · 저자 재명시 등록일 09-04 / 지난주 9월 4일 자동매매 등록 후(HDR 60% 표준형) 1차 매수 후 → 1분할 매도처리 완료 · 이번주 9월 14일 2차 목표 매도가에서 매도 후 3차 매도는 직전고점 부근에서 직접매도 처리 / 「직접」 = 수동 개입(post5 한켐·SK아이이테크놀로지 전례 문언 · 종목 서술 3곳만 셌다 — 산문·홍보의 「직접」 4곳 제외) · 「직접」은 마지막 분할에만 걸린다(부분 수동) · 우선순위 MANUAL > MIX/SL > TP / 기존 건 후속이라 reg_date 비움·precision none(PD-2 1) · 등록일 축 분모 밖 · EXIT-E1/E4/X2 주 분모 밖(신규 건 아님 · PREREG_EXIT_V2:55) · breakeven_note 0 / 🔴 연결 지점 post7 마지막 9.13 → post8 첫 17.95 = +8.82%p «증가» · 두 글 모두 1차 매수만 · 기록만(PD-2 4) / EXIT-X9 해당 없음 — 자동 «익절» 매도 → 이후 직접(한켐형 자동 «본전»매도 아님 · 넓은 독법 갈래는 병기만) / 레그 날짜 「이번주 9월 14일」 = KRX 연장 제도 첫날 · 정규장/시간외 원문에 없음(기록만 · PD-10 9) / prog_ver=1.0.42 · 원 표기 「1.0.42 (업데이트 중)」 의 꼬리는 수준에 넣지 않는다(PD-8) / stoploss_plan=0 은 PD-17 단일 축(「분할손절」 서술 0 · 10행 전부 0)
224416253270,2026-09-18,1.0.42,3,우리로,7,0,0,2026-09-11,exact,first_only,1,표준형/HDR60,0,1,0,라벨 TP / 9월 9일 5G(5세대 이동통신)·통신장비 및 양자암호·양자컴퓨팅 테마 상승속 상한가 도달 · 급등일 09-09 ≠ 등록일 09-11(기록만) / 🔀 항목 내 2 사이클(post5 한켐 A-9 이후 두 번째) — 사이클 1 = 9월 11일 자동매매 등록 후(HDR 60% 표준형) 1차 매수 후 → 1분할 매도 · 본전 위협에 전량매도 · 사이클 2 = 한번 더 자동매매 등록(기존 셋팅동일) 1차 매수 후 → 1·2·3차 차례로 분할매도 완료 / reg_date = 사이클 1 의 09-11 exact(등록 문장과 같은 줄 txt:17 · PD-4) · 사이클 2 는 등록일 없음 · 별도 행 없음(PD-3) / 🔴 구조차단(WRC-R5 낱말 · 「항목 내 2 사이클」 표시) · 레그 7 을 두 사이클로 배분할 근거가 원문에 없다(서술 매도 5회 ↔ 값 7개 · 원문 값 그대로 7레그 · PD-10 3) · 전 축 포함(PREREG_POST6:282) · 「우리로 제외」 = REC-·WRC-(동결 문형)·ANC-(해석)·EXIT-(준용) 갈래 · 등록일 축·LAD- 는 인쇄만(🔒 #1 2026-09-18 사장님 채택 · PD-3 (ii)) · WRC 는 fill_n=1 로 판정 분모 밖 · P6-PRIOR_CYCLE_IN_WINDOW=0(측정 등록 = 첫 사이클 · WRC-R5 구조차단과 다른 플래그) / 🔴 값 줄 미완결 표지 「0.54% ~」 ↔ 서술 「전량매도」·「분할매도 완료」 불일치 2번째 사례(post7 한전기술이 첫) ⇒ 주 판정은 서술 기준 완결(open_ended=0) · ~ 가 붙은 0.54 레그만 leg_open_ended=1(PD-5 1) · ~ 기준 갈래(미완결 · 6레그)는 민감도 / 🔴 저자 표기 「17%」 = 소수 0자리(나머지 레그는 전부 2자리) ⇒ 레그 값 17.00 으로 정규화(PD-10 1 · verify_ledger_post8 RAW_TYPO_FIX 축자 선언) · REC-Z5 잔차 문턱 0.022%p 는 소수 2자리 전제라 ±0.5%p 표기 불확실 한계 표기 의무 / breakeven_note 1 · EXIT-E2 마지막 레그 0.54(원규칙 축자 — 「본전 위협에 전량매도」는 사이클 1 서술이라 「마지막 = 본전매도 레그」 전제는 확인되지 않는다 · 🔒 #1) / first_only(두 사이클 모두 1차 매수) ∧ 서로 다른 값 7레그 ⇒ REC-Z4 조건 충족(귀결은 결정 ④로 소멸 · 관측만) · REC-Y1 레그≥4 exact / prog_ver=1.0.42 · 원 표기 「1.0.42 (업데이트 중)」 의 꼬리는 수준에 넣지 않는다(PD-8) / stoploss_plan=0 은 PD-17 단일 축(「분할손절」 서술 0 · 10행 전부 0)
224416253270,2026-09-18,1.0.42,4,범한퓨얼셀,3,0,0,,none,first_only,1,표준형/HDR60,0,1,0,라벨 TP · CONTINUATION post7#13 · 저자 재명시 등록일 09-09 / 지난주 9월 9일 자동매매 등록(HDR 60% 표준형) 1차 매수된 상태로 7분할 매도처리 · 이번주 9월 14일 일부 매도 후 본전가 위협에 따라 본전매도 / 본전 청산만 · 「손실률」 없음 ⇒ MIX 아님(post7 해치텍 · 코데즈·레메디·아이티센 전례) / 기존 건 후속이라 reg_date 비움·precision none(PD-2 1) · 등록일 축 분모 밖 · 🔴 TP 라벨 후속 = 계열 첫 사례 ⇒ EXIT-E1/E4/X2/X6 주 분모 밖의 근거는 PREREG_EXIT_V2:55 「신규 건에만」(PD-2 3) · EXIT-E2 누적 분모 포함 / breakeven_note 1 · EXIT-E2 마지막 레그 0.43 / 🔴 연결 지점 post7 마지막 7.94 → post8 첫 20.99 = +13.05%p «증가» · 두 글 모두 1차 매수만 · 기록만(PD-2 4) / 동률 레그 20.99·20.99 = 두 행으로 적는다(다중집합 보존 · 하나로 접지 않는다 · PD-10 2) / 값 3개 ↔ 서술 「일부 매도 + 본전매도」 불확정 — 원문 값 그대로 3레그(PD-10 3) / 레그 날짜 「이번주 9월 14일」 = KRX 연장 제도 첫날 · 정규장/시간외 원문에 없음(기록만 · PD-10 9) / prog_ver=1.0.42 · 원 표기 「1.0.42 (업데이트 중)」 의 꼬리는 수준에 넣지 않는다(PD-8) / stoploss_plan=0 은 PD-17 단일 축(「분할손절」 서술 0 · 10행 전부 0)
224416253270,2026-09-18,1.0.42,5,원익,4,0,0,,none,first_only,1,표준형/HDR60,1,0,0,라벨 MANUAL / 🔂 재진입 2번째 사이클(직전 = post6 #8 · 08-31 exact · 레그 교집합 ∅ ∧ 「다시 … 등록」 ⇒ PREREG:50 케이엔알 전례대로 별개 사이클 · PD-3) / 9월 3일 한 차례 매매 후 다시 자동추적 모드로 자동매매 등록(HDR 60% 표준형) · 9월 14일 1차 매수 → 1차·2차 매도 후 나머지 물량은 직접 매도처리 / 🔴 등록일 = none(약한 결정 · 🔒 #2 2026-09-18 사장님 채택) — 「9월 3일 한 차례 매매 후 다시 … 등록」 두 사건 구문에서 날짜가 어느 사건에 붙는지 원문이 정하지 않는다 · post7 한국화장품제조 구문 선례 · 승격 금지(PREREG_POST8:262) · 대안 독법 exact 09-03 은 갈래로 계산하지 않는다(반대 증거 = 같은 줄 기준 · 09-03 ≠ 직전 08-31 — PD-4) · 등록일 축 전부 밖 · P6-PRIOR_CYCLE_IN_WINDOW 계산 안 함 / 「직접」 = 수동 개입(post5 전례 문언 · 종목 서술 3곳만) · 마지막 분할(나머지 물량)에만 걸린다(부분 수동) · 우선순위 MANUAL · EXIT-X9 해당 없음(자동 «익절» → 직접) / LAD 축 B-2 carve-out 대상(매수 쪽 수동 없음)이나 none 이라 LAD 신규 행 아님 / 🆕 「자동추적 모드」 새 낱말 — 뜻 해석 안 함 · 매수일 09-14 명시(매수일 ≠ 등록일 · 09-14 = KRX 연장 제도 첫날 · PD-10 8·9) / 값 4개 ↔ 서술 「1차·2차 + 나머지」 불확정 — 원문 값 그대로 4레그(PD-10 3) / stock_code 032940 — 이름이 정확히 「원익」인 종목 1개(원익큐브·원익홀딩스·원익QnC·원익머트리얼즈·원익피앤이·원익IPS 와 다르다) + post6 #8 과 같은 코드(PD-11) / prog_ver=1.0.42 · 원 표기 「1.0.42 (업데이트 중)」 의 꼬리는 수준에 넣지 않는다(PD-8) / stoploss_plan=0 은 PD-17 단일 축(「분할손절」 서술 0 · 10행 전부 0)
224416253270,2026-09-18,1.0.42,6,JW신약,4,0,0,2026-09-01,exact,first_only,1,표준형/HDR60,1,0,0,라벨 MANUAL / 9월 1일 탈모 치료제 시장 · 비만 치료제에 이어 새로운투자처로 지속 부각 · 상한가 / 9월 1일 자동매매 등록(HDR 60% 표준형) 1차 매수 → 1차·2차 매도 후 3차는 직접 매도 / 「직접」 = 수동 개입(post5 전례 문언 · 종목 서술 3곳만) · 마지막 분할에만 걸린다(부분 수동) · 우선순위 MANUAL · 🔴 방향: TP 로 읽었다면 E1·E4 에 유리했을 건을 빼는 쪽(불리 · LABELS 약한 결정) / EXIT-X9 해당 없음(자동 «익절» → 직접) / LAD 축은 RESULTS_LADDER_TRANCHE §1 B-2 carve-out 으로 분모 포함(매수 쪽 수동 없음 · post8 LAD 신규 행 중 MANUAL 은 이 건 하나) / 🔴 값 4개 ↔ 서술 매도 3회(1차·2차·3차) — 원문 값 그대로 4레그(PD-10 3 · 규칙 신설 0) / first_only ∧ 서로 다른 값 4레그 ⇒ REC-Z4 조건 충족(귀결은 결정 ④로 소멸 · 관측만) · REC-Y1 레그≥4 exact / 이미지 캡션 「JW신약 5분봉차트」(나머지 항목은 60분봉 · 기록만 · PD-10 10) / prog_ver=1.0.42 · 원 표기 「1.0.42 (업데이트 중)」 의 꼬리는 수준에 넣지 않는다(PD-8) / stoploss_plan=0 은 PD-17 단일 축(「분할손절」 서술 0 · 10행 전부 0)
224416253270,2026-09-18,1.0.42,7,헥토파이낸셜,4,0,0,,approx,first_only,1,표준형/HDR60,0,1,0,라벨 MIX / 🔂 재진입 2번째 사이클(직전 = post6 #4 · 08-28 exact · 레그 교집합 ∅ ∧ 「한번 더」 · PD-3) / 美 트럼프 대통령 클래리티법 의회 통과기대감으로 상승했던 종목 / 8월말 자동매매 한번 더 등록 후(HDR 60% 표준형) 1차 매수 후 → 1차 매도 후 본전 위협에 전량매도 / 「손실률」 낱말(판별표 동결 문언) ∧ 본전 서술 ⇒ MIX(post7 한라캐스트 · post6 광전자/삼양 · post4 PS일렉과 동형) / 🔴 등록일 「8월말」(붙여쓰기 · 규약 「N월 말」과 같은 문언) = approx — PD-4 2 가 창을 지시하므로 reg_date 를 비운다 · 창 규약 = 08-21~08-31 거래일 7일(08-21·24·25·26·27·28·31) · 판정 분모(신규 ∧ exact 4) 밖 · 의무 민감도 · P6-W10 귀무 의무 인쇄 / 🔴 「한번 더」 ∧ 「8월 말」 모순 갈래 — 직전 등록 08-28 보다 이른 5갈래(08-21~08-27)는 저자 문장과 논리적으로 모순 · 창을 좁히지 않고 「모순 갈래」 표시만(PD-3) · P6-PRIOR_CYCLE_IN_WINDOW 갈래별 2/7 갈래 1 · 5/7 갈래 0 / 🔴 「손실률 -2.28%」 = 수익률 3개 뒤 인라인(txt 기준 · html 에서는 별도 텍스트 노드 — PD-10 5) ⇒ INTAKE §1 값 목록대로 레그로 적고 is_loss=1 / 값 4개 ↔ 서술 매도 2회(1차 매도 · 전량매도) — 원문 값 그대로 4레그(PD-10 3) / breakeven_note 1 · EXIT-E2 마지막 레그 -2.28 · EXIT-X2·X8 은 동결 적용 대상(TP 완결) 밖 — 확장 민감도에서만 「손실률 제외 후 마지막 = 1.39」 / 손실 레그 1개 · MIX 라 EXIT-E3/X7 대상 아님(관측만 인쇄) / prog_ver=1.0.42 · 원 표기 「1.0.42 (업데이트 중)」 의 꼬리는 수준에 넣지 않는다(PD-8) / stoploss_plan=0 은 PD-17 단일 축(「분할손절」 서술 0 · 10행 전부 0)
224416253270,2026-09-18,1.0.42,8,액스비스,2,0,0,2026-09-11,exact,first_only,1,표준형/HDR60,0,1,0,라벨 TP / stock_code=0011A0 — 이름 4표 0건 ⇒ news.title 「액스비스」 27행 중 related_stocks=0011A0 18행(DART 공시 제목) + news_stock 0011A0 18행 + stock_market KOSDAQ 로 해결(PD-11 · post7 해치텍 0155E0 문형) · DB 첫 봉 2026-04-13 은 상장일이 아니다 / 9월 11일 현대모비스 로봇 엑추에이터 생산라인 납품 소식에 급등 / 9월 11일 자동매매 등록(HDR 60% 표준형) 1차 매수 후 → 1차 매도 후 본전 위협에 전량매도 / 본전 청산만 · 「손실률」 없음 ⇒ MIX 아님 / breakeven_note 1 · EXIT-E2 마지막 레그 0.31 · EXIT-X2 주 분모(신규 완결 TP 2건) 중 하나 / stock_industry·stock_info·dart_financials_asfiled 전부 결손 ⇒ SEC- 섹터코드 3/4 · S5 측정 불가(표 미수록 · 이름 매칭 실패 아님 · PD-11·15) / prog_ver=1.0.42 · 원 표기 「1.0.42 (업데이트 중)」 의 꼬리는 수준에 넣지 않는다(PD-8) / stoploss_plan=0 은 PD-17 단일 축(「분할손절」 서술 0 · 10행 전부 0)
224416253270,2026-09-18,1.0.42,9,코데즈컴바인,5,1,0,,approx,partial,2,표준형/사분위수,0,0,0,라벨 TP / 🔂 재진입 3번째 사이클(post4 #6 08-19 → post5 #3 08-21 → post8 「8월말」 · 레그 교집합 ∅ ∧ 「추가」 등록 · PD-3) / 8월말 자동매매 추가 등록 후(사분위수 표준형) 2차 매수 후 → 1~4차 분할매도 · 나머지 물량 보유 중(미완결) / 북한관련 모멘텀은 연말까지는 계속 살아있는 상태라고 판단 / 🔴 프리셋 원문 「사분위수 표준형」 = HDR 숫자도 구간 표기도 없다 ⇒ preset 칸 표준형/사분위수(형/축 순서 = 기존 원장 관행) · P8-형변량 표 1행(형 = 표준형 ∧ 손절 서술 없음 ⇒ TP) · 사분위수 관측 n=3(post5 혜인 Q1~Q3 · post7 서산 Q2~MAX) · HDR-D2/BUY-L4 변량으로 승격하지 않는다(PD-9) / 🔴 등록일 「8월말」(붙여쓰기 · 규약 「N월 말」과 같은 문언) = approx — PD-4 2 가 창을 지시하므로 reg_date 를 비운다 · 창 규약 = 08-21~08-31 거래일 7일(08-21·24·25·26·27·28·31) · 판정 분모(신규 ∧ exact 4) 밖 · 의무 민감도 · P6-W10 귀무 의무 인쇄 · P6-PRIOR_CYCLE_IN_WINDOW 7/7 갈래 1(D=08-21 갈래는 직전 등록일과 같은 날) / 🔴🔴 「1~4차」 의 ~ 는 차수 표기라 미완결 표지가 «아니다» — 미완결 판정은 서술 「나머지 물량 보유 중」 기준(PD-5 2 · 본문 ~ 5개 중 레그 표지 1) / 값 5개 ↔ 서술 매도 4회(1~4차) — 원문 값 그대로 5레그(PD-10 3) / partial · fill_n 2(「2차 매수 후」) ⇒ WRC- approx 갈래 1건(PD-22) / 수익률 레그 최소 하락 간격 11.05 → 11.03 = 0.02%p — ε=0.05%p 는 «증가»에만 걸리므로 사용 0회(5글 연속 · INTAKE §2-17) / 마지막 레그 6.59 만 leg_open_ended=1 · EXIT-X6 적용 시 5 → 4 / prog_ver=1.0.42 · 원 표기 「1.0.42 (업데이트 중)」 의 꼬리는 수준에 넣지 않는다(PD-8) / stoploss_plan=0 은 PD-17 단일 축(「분할손절」 서술 0 · 10행 전부 0)
224416253270,2026-09-18,1.0.42,10,우리기술,4,1,0,2026-09-09,exact,first_only,1,표준형/HDR60,0,0,0,라벨 TP / stock_code=032820 — 이름이 정확히 「우리기술」인 종목(우리기술투자 041190 = post6 #11·post7 #6 과 다른 종목 · PD-11) / 9월 9일 美 원전 8기 건설 기대감 지속 및 대미투자 특별법 기대감으로 급등 / 9월 9일 자동매매 등록(HDR 60% 표준형) 1차 매수 후 → 1~4차 분할매도 · 나머지 물량은 보유 중(미완결) / 🔴 「1~4차」 의 ~ 는 차수 표기라 미완결 표지가 아니다 — 미완결 판정은 서술 기준(PD-5 2) / 동률 레그 8.47·8.47 = 두 행으로 적는다(다중집합 보존 · PD-10 2) / first_only ∧ 서로 다른 값 3레그(8.47 두 개는 같은 값) ⇒ REC-Z4 조건 충족(귀결은 결정 ④로 소멸 · 관측만) · REC-Y1 레그≥4 exact / 마지막 레그 4.75 만 leg_open_ended=1 · EXIT-X6 적용 시 4 → 3 / prog_ver=1.0.42 · 원 표기 「1.0.42 (업데이트 중)」 의 꼬리는 수준에 넣지 않는다(PD-8) / stoploss_plan=0 은 PD-17 단일 축(「분할손절」 서술 0 · 10행 전부 0)
