log_no,post_date,category,claim_id,topic,claim,numbers,para_idx,image_ref,vs_v1,v1_anchor
220732330415,20160610,28,220732330415-2,④분할매도,"박스권 저점 이탈 시 -4% 이탈 기준 절반손절, 나머지 절반은 저점대비 반등폭에서 매도(본절 또는 익절)한다",-4%,156,False,revision,§1④ 손절=살라미 분할손절(손실률 -20% 초과 시 단계적 매도)
220732330415,20160610,28,220732330415-3,①후보선정,대차잔고가 급증하거나 공매도가 심한 종목은 종목선정에서 제외한다,,151,False,new,
220850997010,20161101,28,220850997010-1,④분할매도,"손절 기본원칙은 '지지선이 깨지면 매도한다'는 기계적 손절이며, 도박사의 오류(눌림목 매수 후 근거 없이 반등을 기대)를 경계해야 한다",,57,False,agree,§1④ 손절 = 「살라미」 분할손절
220947016537,20170228,28,220947016537-1,②앵커,전일 캔들에 가려진 '숨겨진 단봉'에서 장 후반 종가베팅으로 매수하고 손절선은 그날 저점 이탈로 단순화한다(분할매수 없이 기계적 매도),,55,False,new,
220947016537,20170228,28,220947016537-2,⑤데이터기반,"종가베팅 승률은 약 4:6(40%)이며, 승률보다 손익비(손실은 짧게 수익은 길게)를 중시한다고 밝힌다",4:6,95,False,new,
220959961295,20170316,28,220959961295-1,④분할매도,"저점대비 7% 이상 반등폭에서 반드시 분할매도하고, 매수가 위협 시 본절 대응을 원칙으로 한다",7%,16,False,revision,§1④ 저점 대비 반등폭의 HDR 구간에서 분할매도
220959961295,20170316,28,220959961295-2,⑦프로그램·상품,급등주 투매폭 계산기는 저자 본인이 아니라 독자 '욤욤'이 만들어 무료 배포한 것이라고 밝힌다,,4,False,new,
220959961295,20170316,28,220959961295-3,⑤데이터기반,"단기매매 승률은 보통 4:6~3:7이며, 손실 2%를 6번·수익 7%를 4번 내면 결과적으로 수익이 난다는 손익비 계산을 제시한다",4:6;3:7;2%;7%,55,False,new,
220975389848,20170405,28,220975389848-1,②앵커,저점의 기준은 장대양봉이 나온 날의 전일 종가로 정의한다,,40,False,conflict,§1② 앵커 지정 — 사람이 두 점을 클릭한다(상승 시작점/최고점)
220975389848,20170405,28,220975389848-2,①후보선정,"대장주는 후발주보다 늦고 작게 하락하므로, 후발주가 먼저 적정 투매폭에 오더라도 비중은 적게 싣고 대장주 하락을 기다린다",,47,False,agree,§1① 대장주 우선 — 2등주는 대장주가 5% 빠질 때 10% 빠진다
220975389848,20170405,28,220975389848-3,③분할매수,"상승폭에 따라 적정 투매폭(하락폭) 구간을 정하고(예: 상승폭 95%→투매폭 25~28%, 40%→14~18%) 벗어나면 ~30%까지 확장해서 본다",95%;25~28%;40%;14~18%;30%,55,False,revision,"§2 상승폭 → 평균 하락폭 표(20~30%→-16%, 300%+→-41%)"
220994326328,2017-04-28,28,220994326328-1,①후보선정,장대양봉 발생 시 거래대금이 300억원 이상인 급등주에 투매폭(눌림목) 매매를 적용한다,300억원,4,False,agree,①후보선정 수급 필터(거래대금)
220994326328,2017-04-28,28,220994326328-2,①후보선정,"거래대금 1,000억원 이상 터진 종목을 우선순위로 본다","1,000억원",62,False,agree,①후보선정 수급 필터(거래대금)
220994326328,2017-04-28,28,220994326328-3,④분할매도,매수 후 저점을 이탈하면 반등 여부와 무관하게 전량손절한다,,18,False,agree,④분할매도 손절(저점 이탈 시 손절)
220994326328,2017-04-28,28,220994326328-4,④분할매도,저점대비 반등폭이 최소 7% 이상 나와야 유의미한 반등으로 본다,7%,14,False,conflict,④분할매도 HDR 60% 구간(9.3~26.8%)
220994326328,2017-04-28,28,220994326328-5,①후보선정,유통주식수가 적은 종목은 지지 없이 원점까지 하락할 수 있어 주의해야 한다,,126,False,new,
220994326328,2017-04-28,28,220994326328-6,①후보선정,재료가 노출된 후에도 시세가 죽지 않고 탄력적인 종목을 고른다,,62,False,agree,①후보선정 재료 지속력
220994326328,2017-04-28,28,220994326328-7,⑧기타,매매는 오전장과 오후장 시간대에 한정해서 한다,,161,False,new,
221008193694,2017-05-17,28,221008193694-1,⑧기타,위꼬리·20일선 이탈·박스권 지지대 이탈 지점을 강력한 저항대로 판단한다,,84,True,new,
221008193694,2017-05-17,28,221008193694-2,①후보선정,스윙·단기매매를 하려면 최소 2년치 일봉차트로 지지·저항을 분석해야 한다,2년,37,False,new,
221008193694,2017-05-17,28,221008193694-3,①후보선정,우량주 평단 매매법의 주 대상은 중소형 우량주(스몰캡)이다,,47,False,new,
221008193694,2017-05-17,28,221008193694-4,①후보선정,메이저(외국인·기관) 수급이 유입된 종목은 하락추세여도 저항 돌파 시 매수 구간으로 본다,,85,False,new,
221012556914,2017-05-23,28,221012556914-1,①후보선정,세력주 스윙은 박스권 또는 추세를 처음 돌파한 시점이나 박스권 저점에서 진입한다,,19,False,new,
221012556914,2017-05-23,28,221012556914-2,③분할매수,한 차례 100% 이상 상승한 종목이 눌릴 때는 120일 또는 240일 이동평균선에서 반등이 나온다,120일;240일,48,False,new,
221012556914,2017-05-23,28,221012556914-3,③분할매수,100% 이상 상승한 종목은 대체로 고점 대비 반토막까지 가격조정을 받는다,1/2,145,False,conflict,②③상승폭→하락폭 관계(center=0.1136+0.1743·ln(1+rally))
221012556914,2017-05-23,28,221012556914-4,③분할매수,기간조정이 끝나는 시점은 대체로 거래량이 완전히 급감하는 시기다,,147,False,new,
221012556914,2017-05-23,28,221012556914-5,③분할매수,급등 종목은 통상 최소 한 달 이상의 기간조정을 거친 후 다중바닥을 확인하고 매수한다,1개월,160,False,new,
221012556914,2017-05-23,28,221012556914-6,④분할매도,세력주 스윙에서 손절은 쌍바닥 저점 이탈 시로 정한다,,136,False,agree,④분할매도 손절(저점 이탈 시 손절)
221065470934,2017-08-02,28,221065470934-1,①후보선정,스윙매매는 분기 실적을 확인할 수 있는 3~6개월을 적정 투자기간으로 본다,3개월;6개월,7,False,new,
221065470934,2017-08-02,28,221065470934-2,①후보선정,"핵심 포인트(기대감)가 아직 주가에 반영되지 않았으면 신규매수, 이미 반영되었으면 매수를 보류한다",,41,False,new,
221065470934,2017-08-02,28,221065470934-3,①후보선정,실적 발표는 분기별로 정해진 기한 내에 나오므로 그 1~2달 전을 주목한다,5월15일;8월15일;11월15일;3월30일,149,False,new,
221081530312,2017-08-24,28,221081530312-4,⑧기타,방법론 주장 없음,,-1,False,none,
221140901254,2017-11-15,28,221140901254-5,⑧기타,방법론 주장 없음,,-1,False,none,
221161752679,2017-12-13,28,221161752679-1,①후보선정,실적이 증가·개선 추세인 기업의 주가는 결국 실적에 수렴해 상승한다는 것을 매매 근거로 삼는다,,10,False,new,
221161752679,2017-12-13,28,221161752679-2,①후보선정,확약물량(CB/BW 행사물량)이 해소되지 않은 종목은 실적이 좋아도 상승이 제한된다,,104,False,new,
221161752679,2017-12-13,28,221161752679-3,①후보선정,실적이 좋아도 주가가 즉각 반응하지 않으면 다음 분기 실적 발표까지 대응하며 기다린다,,165,False,new,
221172083069,2017-12-27,28,221172083069-1,①후보선정,디스카운트 요인(적자사업부·장기 박스권 실적 등)이 해소되거나 프리미엄 요인이 있어야 진입한다,,94,False,new,
221172083069,2017-12-27,28,221172083069-2,①후보선정,몇 년간 이어진 박스권 실적도 디스카운트 요인으로 볼 수 있다,,110,False,new,
221172083069,2017-12-27,28,221172083069-3,①후보선정,차트 형태가 비슷해도 재료(뉴스) 시기가 다르면 결과가 상반될 수 있어 차트만으로 판단하면 안 된다,,21,False,new,
221172083069,2017-12-27,28,221172083069-4,③분할매수,차트 분석 기반 매매는 분할매수보다 오로지 '대응'에 중점을 두어야 한다,,23,False,conflict,③분할매수 상승폭→하락폭 밴드 5분할 매수
221556677387,2019-06-07,28,221556677387-1,①후보선정,거래량 실린 단기 고점 → 이동평균선 밀집 → 장대양봉 발생의 3단계 패턴을 급등 전조현상으로 본다,,78,True,new,
221556677387,2019-06-07,28,221556677387-2,①후보선정,완전 역배열보다는 주가가 120일 이평선 위에 있을 때 시세가 나올 확률이 높다,120일,93,False,new,
221556677387,2019-06-07,28,221556677387-3,④분할매도,급등 전조현상 신호가 나온 장대양봉의 시가라인을 손절가로 둔다,,65,False,conflict,④분할매도 손절 - 살라미 분할손절(-20%초과 시)
221559980517,2019-06-12,28,221559980517-1,①후보선정,주봉차트에서 이평선 밀집이 장기이평선(104주·208주선)과 근접할 때 신뢰도가 높다,104주;208주,59,False,new,
221559980517,2019-06-12,28,221559980517-2,①후보선정,일봉과 주봉 양쪽에서 이평선 밀집 신호가 함께 나와야 신뢰도가 높다,,79,False,new,
221559980517,2019-06-12,28,221559980517-3,①후보선정,주봉차트가 박스권으로 진동하는 형태면 이평선 밀집 신호의 신뢰도가 낮다,,83,False,new,
221567352239,2019-06-21,28,221567352239-1,①후보선정,이동평균선 밀집→장대양봉 이론에 근거한 종목검색기를 만들어 후보를 찾는다,,4,False,new,
221567352239,2019-06-21,28,221567352239-2,③분할매수,양봉 이후 눌림목에서 매매하는 것이 보통 낫지만 조정 없이 바로 급등하는 경우도 있다,,9,False,new,
221576059601,2019-07-02,28,221576059601-1,①후보선정,일봉의 이평선 밀집→장대양봉 원리를 5분봉 차트에도 동일하게 적용해 단타 후보를 찾는다,5분봉,16,False,new,
221576059601,2019-07-02,28,221576059601-2,③분할매수,거래량이 많이 발생한 구간의 1/2 값을 의미있는 양봉의 거래량 기준으로 삼는다,1/2,40,False,new,
221576059601,2019-07-02,28,221576059601-3,④분할매도,의미있는 양봉의 시가 또는 저가를 손절 라인으로 둔다,,42,False,conflict,④분할매도 손절 - 살라미 분할손절(-20%초과 시)
221576059601,2019-07-02,28,221576059601-4,①후보선정,평소 거래대금 100억 이상이거나 급등 이력이 있는 테마대장주를 대상으로 한다,100억,83,False,agree,①후보선정 수급 필터(거래대금)
221584766488,2019-07-13,28,221584766488-1,①후보선정,급등 세력주는 Renko차트에서 역 헤드앤숄더 패턴을 그리며 상승한다,,51,True,new,
221584766488,2019-07-13,28,221584766488-2,③분할매수,역 헤드앤숄더의 Neck Line을 안착(돌파)하는 시점이 매수 포인트다,,119,True,new,
221584766488,2019-07-13,28,221584766488-3,④분할매도,손절은 매집봉(대량거래 발생 캔들)의 시가를 훼손할 때로 정한다,,155,False,conflict,④분할매도 손절 - 살라미 분할손절(-20%초과 시)
221584766488,2019-07-13,28,221584766488-4,③분할매수,상승 각도는 추세전환·첫 눌림·마지막 고점 구간에서 총 3차례 정도 바뀐다,3번,68,False,new,
221595142331,2019-07-25,28,221595142331-1,①후보선정,"당일 거래대금 50억 이상, 상승률 7% 이상인 당일 주도주를 단타 대상으로 검색한다",50억;7%,14,False,agree,①후보선정 수급 필터(거래대금)
221595142331,2019-07-25,28,221595142331-2,③분할매수,"틱분봉에서 엔벨로프 하단을 매수, 매수가 대비 1~3%씩 분할매도, 엔벨로프 파란선 이탈을 손절선으로 한다",1~3%,29,False,conflict,④분할매도 HDR 반등폭 기준
221595142331,2019-07-25,28,221595142331-3,⑥국면대응,하락장에서는 스윙·눌림목 매매 대신 당일 강세 주도주 단타로 대응한다,,7,False,new,
221603733166,2019-08-02,28,221603733166-1,①후보선정,최근 5거래일 내 평소보다 많은 거래량으로 특정 저항선(빨간선)을 돌파하면 장대양봉 확률이 높다고 본다,5일,40,False,new,
221603733166,2019-08-02,28,221603733166-2,⑥국면대응,시장이 좋지 않을 때는 비중을 줄이거나 당일 강세 종목의 스켈핑·단타로 대응한다,,3,False,new,
221607968218,2019-08-06,28,221607968218-1,⑥국면대응,코스피 주봉 RSI가 과매수권(80 이상)에서 급락하면 2008년과 유사한 대세하락 국면으로 판단한다,80,7,False,new,
221615716936,2019-08-14,28,221615716936-1,①후보선정,"실적 발표시기(5/15,8/15,11/15)에 영업이익 급증(어닝서프라이즈) 종목을 검색기로 찾는다",5월15일;8월15일;11월15일,34,False,new,
221615716936,2019-08-14,28,221615716936-2,①후보선정,검색된 호실적 종목 중 주가가 바닥권이면서 외국인·기관 수급이 갑자기 유입되는지 확인한다,,52,False,new,
221615716936,2019-08-14,28,221615716936-3,①후보선정,실적발표 직후 주가가 급락하는 경우가 많은 것은 내부자·외국인·기관이 사전 매집 후 발표 시 파는 정보 비대칭 때문으로 본다,,19,False,new,
221624097418,2019-08-21,28,221624097418-1,①후보선정,볼린저밴드 폭이 극도로 좁혀진 뒤 상한선을 돌파하면 상승 방향성이 높아진다고 본다,,16,True,new,
221624097418,2019-08-21,28,221624097418-2,①후보선정,거래량 볼린저밴드를 만들어 가격 볼린저밴드보다 선행 신호로 활용한다,,34,True,new,
221624097418,2019-08-21,28,221624097418-3,①후보선정,가격밴드 하한선 지지 시 거래량밴드가 수축되어 있으면 향후 강한 상승 가능성을 시사한다고 본다,,36,True,new,
221633480108,2019-08-30,28,221633480108-1,①후보선정,'주가급락→짧은 횡보→20일선 위 급등'의 패턴을 '바닥돌파'로 정의해 매매 신호로 쓴다,20일선,3,True,new,
221633480108,2019-08-30,28,221633480108-2,①후보선정,RSI·CCI·투자심리선이 기준치 이하 바닥 신호를 보이고 짧게 기간조정한 뒤 특정 이평선을 돌파하면 반등이 확실해진다고 본다,,17,False,new,
221644921127,2019-09-10,28,221644921127-1,①후보선정,거래량 실린 윗꼬리가 최소 3개 이상 겹치는 가격대를 지지·저항점으로 판단한다,3개,34,True,new,
221644921127,2019-09-10,28,221644921127-2,③분할매수,겹쳐진 윗꼬리 지지선이 깨지면 다음 겹침 구간까지를 매수 구간으로 활용한다,,41,False,new,
221661437672,2019-09-27,28,221661437672-1,⑧기타,고점(High Mark) 부근에서 캔들이 작고 아래꼬리가 달리며 5~10일 이동평균선을 탈 때 상승 전환 가능성이 높다는 캔들패턴 매수 시그널을 제시,5~10일,82,False,new,
221661437672,2019-09-27,28,221661437672-2,⑧기타,고점 재돌파 시 직전보다 거래량이 적으면 매물이 소진된 것으로 해석해 상승 신뢰도를 높게 판단한다는 거래량 해석법,,45,False,new,
221661437672,2019-09-27,28,221661437672-3,①후보선정,대량거래량을 동반한 바닥권 장대양봉 이후 뉴스(재료)의 지속 여부로 추가 상승 가능성을 가른다는 재료 기반 후보 선별 논리,,21,False,agree,§1 후보선정 — 재료(뉴스·촉매)가 1차 필터
221680824530,2019-10-17,28,221680824530-1,⑧기타,쌍바닥(두번째 바닥) 형성 시 장대양봉 또는 긴 아래꼬리 양봉이 나오면 상승추세 전환 신뢰도가 높다는 캔들패턴 규칙,,22,False,new,
221680824530,2019-10-17,28,221680824530-2,⑧기타,쌍바닥 형성 기간이 길고 연중 신저가일수록 반등 신뢰도가 높다는 판단 기준,,110,False,new,
221680824530,2019-10-17,28,221680824530-3,④분할매도,저항선을 못 뚫고 쌍바닥 저점을 훼손시키면 손절매도를 고려해야 한다는 대응 규칙,,29,False,new,
221685539270,2019-10-22,28,221685539270-1,⑧기타,"직전 대량거래량의 1/2 이상 거래량 발생과 전고점 갭 돌파 첫 양봉, 두 조건이 맞으면 단기 트레이딩 진입이 가능하다는 시그널",1/2,12,False,new,
221685539270,2019-10-22,28,221685539270-2,④분할매도,3분·5분봉 중간값(이등분선)을 심하게 이탈하면 손절로 대응한다는 원칙,,15,False,new,
221688859877,2019-10-26,28,221688859877-1,⑧기타,쌍바닥에서 첫번째·두번째 바닥 캔들의 성격이 반대로 뒤집히는 '캔들 역전' 현상이 급등 또는 급락의 전조가 된다는 패턴 이론,,10,False,new,
221688859877,2019-10-26,28,221688859877-2,⑧기타,"하락추세선 붕괴, 이동평균선 수렴 후 붕괴, 캔들 역전 3조건이 겹치면 단기 급등 시세가 나온다는 결합 시그널",,76,False,new,
221698479223,2019-11-05,28,221698479223-1,①후보선정,매물소화봉·쌍바닥·이동평균선 밀집 3요건이 갖춰진 종목이 오전 시초가 상승파동 공략에 적합하다는 종목선정 기준,,53,False,new,
221698479223,2019-11-05,28,221698479223-2,④분할매도,매수가 대비 -3% 손실률이 찍히면 일괄 로스컷한다는 손절 원칙,-3%,34,False,new,
221732668559,2019-12-10,28,221732668559-1,⑧기타,오후 3시 이후 볼린저밴드 돌파와 장기이평선 수렴을 확인한 종목에 종가 매수해 익일 갭 상승을 노리는 종가베팅 기법,3시,17,False,new,
221732668559,2019-12-10,28,221732668559-2,④분할매도,종가베팅 후 장기이평선 이탈 등 흐름이 나쁘면 즉각 대응(매도)해야 한다는 리스크관리 원칙,,19,False,new,
221733699434,2019-12-11,28,221733699434-1,①후보선정,검색기에 포착된 종목 전부가 아니라 캔들 몸통이 짧은 단봉이면서 이평선이 밀집된 종목만 골라 종가베팅한다는 필터링 기준,,16,False,new,
221733699434,2019-12-11,28,221733699434-2,④분할매도,종가베팅 다음날 오전 10시까지 상승이 미미하면 즉시 손절하고 다른 종목을 본다는 시간 기반 청산 규칙,10시,53,False,new,
221733699434,2019-12-11,28,221733699434-3,⑧기타,한 종목에 집중하기보다 여러 종목에 분산해서 종가베팅하는 것이 유리하다는 분산 원칙,,88,False,new,
221779428063,2020-01-20,28,221779428063-1,⑧기타,거래량 볼린저밴드 상한선을 최초로 돌파하는 시점을 장중 단타 매수 타이밍으로 삼는다는 규칙,,92,False,new,
221779428063,2020-01-20,28,221779428063-2,④분할매도,매수 후 보유시간을 짧게 가져가고 완만한 조정 국면은 보유하지 않는다는 단타 원칙,,36,False,new,
221796218340,2020-02-04,28,221796218340-1,①후보선정,최근 신고가·전고점·박스권 돌파 중 하나이면서 거래대금이 최소 100억 이상인 종목을 오후장 단타 대상으로 삼는다는 종목선정 기준,100억,15,False,agree,§1 후보선정 — 거래대금 필터
221796218340,2020-02-04,28,221796218340-2,⑧기타,분봉에서 여러 기간의 볼린저밴드가 한 지점에 밀집한 뒤 상한선을 동시 돌파하면 단기 상승이 나온다는 다중볼밴 매수 시그널,,33,False,new,
221826061072,2020-02-26,28,221826061072-1,⑧기타,매집 흔적(외봉 상승)이 있는 종목에서 다중볼밴 상단 첫 돌파 시 거래량이 직전보다 줄면 단기 2~3% 이상 상승 확률이 높다는 시그널,2-3%,14,False,new,
221826061072,2020-02-26,28,221826061072-2,④분할매도,다중볼밴 매수 후 손절 기준은 중심선(보라색선) 붕괴 시점으로 정한다는 규칙,,10,False,new,
221924309181,2020-04-23,28,221924309181-1,①후보선정,장 초반 거래대금이 크게 터진 종목은 장중 내내 당일 고가·저가 중간값(이등분선)을 잘 이탈하지 않는다는 거래대금-지지력 상관 주장,,9,False,agree,§1 후보선정 — 거래대금 필터
221924309181,2020-04-23,28,221924309181-2,⑧기타,이등분선(당일 고가-저가 중간값)을 지지하면 오후장에 2차 상승이 나오는 경향이 있다는 매매 규칙,,16,False,new,
221963397852,2020-05-15,28,221963397852-1,⑧기타,"우량주를 제외한 대다수 종목은 오전 급상승 후 10~12시 하락, 마감 전 소폭 상승하는 정형화된 주가방향(Price direction)을 보인다는 시간대별 패턴 주장",10시;12시,14,False,new,
221963397852,2020-05-15,28,221963397852-2,①후보선정,시장 주도주이면서 거래대금 상위인 종목이 신고가·전고점을 돌파할 때 이등분선을 지지하며 움직이는 경향이 강하다는 종목선정 기준,,36,False,agree,§1 후보선정 — 대장주 우선·거래대금
221963397852,2020-05-15,28,221963397852-3,⑧기타,전고점 돌파 시 거래량이 직전보다 급감하면 매도 총량이 적다는 뜻으로 해석해 매수 근거로 삼는다는 거래량 해석법,,82,False,new,
222023221183,2020-07-07,28,222023221183-1,④분할매도,오전 최소 2~3% 수익률을 목표로 짧게 보유하는 단타 원칙을 제시,2~3%,7,False,new,
222023221183,2020-07-07,28,222023221183-2,⑧기타,상승 초입에 대량거래가 몰리고 캔들 변동이 크지 않은 패턴이면 급락(피뢰침봉)을 피할 수 있다는 거래량-캔들 조합 시그널,,28,False,new,
222060025092,2020-08-14,28,222060025092-1,⑥국면대응,RSI가 높은 수준에서 급락한 뒤 반등할 때가 낮은 수준에서 급락한 경우보다 반등폭이 더 크다는 국면 판단 원리를 제시,,18,False,new,
222060025092,2020-08-14,28,222060025092-2,⑥국면대응,지지선(중장기 이동평균선·전고점)이 돌파되거나 붕괴되는 시점에 주가 가속도가 붙는다는 원리로 진입 타이밍을 잡는다는 주장,,51,False,new,
222082082715,2020-09-06,28,222082082715-1,④분할매도,장 시작 전 기준가 대비 -2.70% 하락 시 전량 자동 손절되는 스탑로스를 설정해 급락 리스크를 원천 차단한다는 규칙,2.70%;100%,11,False,new,
222082082715,2020-09-06,28,222082082715-2,①후보선정,최근 10일 내 고점을 돌파하고 장초반 거래대금이 최소 50억 이상인 종목을 9시4분~15분 사이 이등분선 부근에서 공략한다는 종목·시간 기준,50억;9시4분;15분,39,False,agree,§1 후보선정 — 거래대금 필터
222171294364,2020-12-12,28,222171294364-1,④분할매도,"갑작스러운 갭 상승·급등 직후, 상한가 다음날 시초가 등 대량 차익실현이 몰리는 자리는 매매를 자제해야 급락(투매)을 피할 수 있다는 리스크 회피 규칙",,18,False,new,
222171294364,2020-12-12,28,222171294364-2,④분할매도,이동평균선·추세선·전고점 지지선이 붕괴되는 모습이 보이면 반드시 손절하거나 자동 로스컷을 사용해야 한다는 손절 규칙,,94,False,new,
222178710704,2020-12-19,28,222178710704-1,⑧기타,주도주 눌림목의 반등 성공 여부는 직전 고점 형성 당시 매도거래량 누계가 매수거래량 누계보다 적었는지로 미리 가늠할 수 있다는 거래량 해석법,,41,False,new,
222343886333,2021-05-09,28,222343886333-1,④분할매도,눌림목 매매에서는 승률보다 손익비가 중요하며 분할매수(물타기)로 버티기보다 저점 이탈 시 3% 이내에서 즉각 손절해야 한다는 원칙,3%,27,False,new,
222343886333,2021-05-09,28,222343886333-2,③분할매수,저점 이탈 시 분할매수(물타기)로 대응하는 전략은 반등 없는 종목을 만나면 큰 손실로 이어지므로 최대한 자제해야 한다는 경고,,37,False,conflict,§3 분할매수 — 상승폭→하락폭 밴드 구간 전체에 나눠 매수
222343886333,2021-05-09,28,222343886333-3,①후보선정,9시 30분 이후에는 대부분 종목의 시세가 이미 다 나오므로 지지를 확인한 뒤 진입할 종목을 신중히 골라야 한다는 원칙,,96,False,agree,§1 후보선정 — 종목 자체의 질을 우선 거른다
222383148236,2021-06-03,28,222383148236-1,⑦프로그램·상품,신간 『태쏘의 주식 실전단타 트레이딩 전략서』 출간을 알리며 이등분선 매매법·다중볼밴·눌림목 캔들패턴·손절 대응법·계좌관리를 다룬다고 소개,600page,8,False,new,
222383148236,2021-06-03,28,222383148236-2,④분할매도,실전 매매 사례에서 2% 권 아래에서 전부 매도 처리하는 짧은 손절 기준을 적용했다고 서술,2%,16,False,new,
222387193930,2021-06-06,28,222387193930-1,③분할매수,분할매수는 확신을 갖고 매수하는 것이라 성공하면 좋지만 확신이 틀리면 더 큰 리스크를 감내해야 하는 양날의 검이라는 주장,,3,False,conflict,§3 분할매수 — 상승폭→하락폭 밴드 구간 전체에 나눠 매수
222387193930,2021-06-06,28,222387193930-2,⑧기타,분봉에 이등분선(당일 변동폭 중간값)을 적용해 지지력을 확인한 뒤 매수하면 눌림목 매수 위치의 안전성을 크게 높일 수 있다는 도구 사용법,,21,False,new,
222387193930,2021-06-06,28,222387193930-3,④분할매도,지지 확인 후 매수했더라도 지지 캔들의 저가와 이등분선을 함께 이탈하면 즉시 손절한다는 규칙,,26,False,new,
222401579265,2021-06-17,28,222401579265-1,⑧기타,승률을 높이려면 아무 자리에서나 매매하지 않고 자신이 확신하는 특정 패턴이 나올 때까지 기다렸다가 집중 공략(일발필중)해야 한다는 원칙,,5,False,new,
222401579265,2021-06-17,28,222401579265-2,④분할매도,손절가를 이탈하지 않는 한 매수 후 보유하되 원칙상 2~3% 수준에서 욕심 없이 매도한다는 익절 규칙,2-3%,91,False,new,
222423847739,2021-07-07,28,222423847739-1,①후보선정,"시가 10% 이상 갭상승, 거래량 급증 동반 10% 이상 급락, 빠르게 20% 이상 급등한 종목 3가지 유형은 당일 단타 대상에서 배제해야 한다는 종목 제외 기준",10%;10%;20%,142,False,new,
222423847739,2021-07-07,28,222423847739-2,⑤데이터기반,매매기법을 채택하기 전 최소 3달치 성과를 승률·손익비로 직접 검증해야 한다는 데이터 기반 검증 원칙,3달,11,False,agree,§2 데이터 기반 — 전량 수작업으로 수년간 성과를 축적해 검증
222434299282,2021-07-17,28,222434299282-1,⑧기타,전고점 돌파 당시 거래량이 직전 고점 거래량의 절반 이하이면 매물 부담이 없어 상승이 쉽게 이어진다는 거래량 해석 규칙,1/2,78,False,new,
222434299282,2021-07-17,28,222434299282-2,⑤데이터기반,전고점 돌파 거래량 해석은 단타 분봉뿐 아니라 스윙·중장기 주봉의 매수 타이밍 판단에도 동일하게 적용된다는 일반화 주장,,51,False,new,
222445483870,2021-07-25,28,222445483870-1,①후보선정,전일 캔들 몸통이 4% 미만인 단봉 종목이 당일 20% 이상 상승 시도 확률이 높다(전일 매수자의 차익실현 매도물량이 적기 때문),4%,71,False,new,
222445483870,2021-07-25,28,222445483870-2,①후보선정,거래대금 100억 이상 + 전일단봉을 조건으로 하는 구체적 검색식을 당일 단타 후보 필터로 제시,100억,60,False,new,
222464538835,2021-08-10,28,222464538835-1,⑧기타,박스권 저점을 얕게 이탈했다 회복하는 차트는 거래량 볼밴 상단 돌파가 없으면 반등 실패 확률이 높다,,48,True,new,
222464538835,2021-08-10,28,222464538835-2,⑧기타,박스권을 만들지 않고 빠르게 하락한 매물공백 구간에서 반등한 종목이 박스권 형성 후 반등한 종목보다 성공률이 높다,,76,True,new,
222585374601,2021-12-03,28,222585374601-1,⑧기타,분봉 흐름이 비슷해도 일봉상 매물(과거 저항)이 없는 신고가 자리에 진입한 종목이 매물에 막힌 종목보다 반등 성공률이 높다,,56,False,new,
222585374601,2021-12-03,28,222585374601-2,①후보선정,진입 종목은 최소 3% 이상 상승 자리가 쉽게 나오는지를 기준으로 선별해야 한다는 원칙 제시,3%,76,False,new,
222593496152,2021-12-12,28,222593496152-1,⑧기타,거래량 볼린저밴드의 수축→확장 전환 구간(맥점)이 눌림목 진위를 판별하는 보조 지표가 될 수 있으나 100% 신뢰할 수는 없다,,44,True,new,
222593496152,2021-12-12,28,222593496152-2,⑧기타,단일 분봉 주기가 아닌 여러 분봉(1·3·5분봉 등)을 함께 봐야 맥점 판단 오류를 줄일 수 있다,,97,False,new,
222617045725,2022-01-09,28,222617045725-1,⑧기타,스윙 매매 시 일봉 대신 60분·90분봉에서 거래량 볼밴 수축+이평선(10·20일선) 지지+중심선 돌파·안착을 확인 후 진입하는 것을 기본 차트셋팅으로 제시,10일선;20일선,62,True,new,
222617045725,2022-01-09,28,222617045725-2,④분할매도,스윙 진입 후 손절 기준은 직전 저점(변곡점) 이탈 시로 규정,,67,False,agree,§1④ 저점 이탈 시 손절(변동성 장세 보조규칙)
222654028203,2022-02-21,28,222654028203-1,⑧기타,전고점 돌파 후 눌림목 지지 성공 사례보다 실패 사례가 실전에서 압도적으로 많다는 관찰 제시,,50,False,new,
222654028203,2022-02-21,28,222654028203-2,⑧기타,상승추세가 살아있는(20일선 위) 눌림목만 유효하며 추세가 꺾인 뒤(20일선 아래)의 눌림목은 실패 확률이 높다,20일선,88,False,new,
222677150894,2022-03-19,28,222677150894-1,⑧기타,일봉 저항선을 분봉상 돌파할 때 돌파→지지실패→재상승→장악(양봉으로 저항선 덮음) 순서를 확인한 후 진입해야 승률이 높다,,44,True,new,
222677150894,2022-03-19,28,222677150894-2,⑧기타,저항선 돌파 시 장악 캔들과 함께 의미있는 거래량 증가가 동반되어야 진짜 돌파로 해석할 수 있다,,191,False,new,
222731607199,2022-05-13,28,222731607199-1,①후보선정,당일 단타 종목선정은 직전고점(윗꼬리)을 돌파한 종목만 관심종목으로 선별하며 이런 종목은 하루 최소 1~2개는 나온다,1~2개,66,False,new,
